,x,y,strategy,t_factor
37399,380,722,henard,t3
37400,386,758,henard,t3
37401,386,758,henard,t3
37402,386,758,henard,t3
37403,386,762,henard,t3
37404,386,758,henard,t3
37405,386,758,henard,t3
37406,386,762,henard,t3
37407,386,758,henard,t3
37408,386,758,henard,t3
37409,386,758,henard,t3
37410,386,758,henard,t3
37411,386,758,henard,t3
37412,386,762,henard,t3
37413,386,758,henard,t3
37414,386,758,henard,t3
37415,386,758,henard,t3
37416,386,758,henard,t3
37417,386,742,henard,t3
37418,386,758,henard,t3
37419,386,758,henard,t3
37420,386,762,henard,t3
37421,386,758,henard,t3
37422,386,758,henard,t3
37423,386,758,henard,t3
37424,386,758,henard,t3
37425,386,758,henard,t3
37426,386,758,henard,t3
37427,386,762,henard,t3
37428,386,758,henard,t3
37429,386,758,henard,t3
37430,386,758,henard,t3
37431,386,758,henard,t3
37432,386,762,henard,t3
37433,386,758,henard,t3
37434,386,758,henard,t3
37435,386,758,henard,t3
37436,386,758,henard,t3
37437,386,758,henard,t3
37438,386,758,henard,t3
37439,386,758,henard,t3
37440,386,758,henard,t3
37441,386,758,henard,t3
37442,386,758,henard,t3
37443,386,758,henard,t3
37444,386,758,henard,t3
37445,386,758,henard,t3
37446,386,758,henard,t3
37447,386,758,henard,t3
37448,386,758,henard,t3
37449,386,758,henard,t3
37450,386,742,henard,t3
37451,386,758,henard,t3
37452,386,742,henard,t3
37453,386,758,henard,t3
37454,386,758,henard,t3
37455,386,758,henard,t3
37456,386,758,henard,t3
37457,386,758,henard,t3
37458,386,758,henard,t3
37459,386,758,henard,t3
37460,386,758,henard,t3
37461,386,758,henard,t3
37462,386,758,henard,t3
37463,386,758,henard,t3
37464,386,758,henard,t3
37465,386,758,henard,t3
37466,386,758,henard,t3
37467,386,758,henard,t3
37468,386,758,henard,t3
37469,386,758,henard,t3
37470,386,762,henard,t3
37471,386,758,henard,t3
37472,386,758,henard,t3
37473,386,758,henard,t3
37474,386,758,henard,t3
37475,386,758,henard,t3
37476,386,758,henard,t3
37477,386,758,henard,t3
37478,386,758,henard,t3
37479,386,742,henard,t3
37480,386,758,henard,t3
37481,386,758,henard,t3
37482,386,742,henard,t3
37483,386,758,henard,t3
37484,386,758,henard,t3
37485,386,758,henard,t3
37486,386,758,henard,t3
37487,386,742,henard,t3
37488,386,758,henard,t3
37489,386,758,henard,t3
37490,386,758,henard,t3
37491,386,758,henard,t3
37492,386,758,henard,t3
37493,386,758,henard,t3
37494,386,758,henard,t3
37495,386,758,henard,t3
37496,386,758,henard,t3
37497,386,758,henard,t3
37498,386,758,henard,t3
37499,386,742,henard,t3
37500,392,762,henard,t3
37501,392,762,henard,t3
37502,392,762,henard,t3
37503,392,766,henard,t3
37504,392,762,henard,t3
37505,392,762,henard,t3
37506,392,766,henard,t3
37507,392,762,henard,t3
37508,392,762,henard,t3
37509,392,762,henard,t3
37510,392,762,henard,t3
37511,392,762,henard,t3
37512,392,766,henard,t3
37513,392,762,henard,t3
37514,392,762,henard,t3
37515,392,762,henard,t3
37516,392,762,henard,t3
37517,392,758,henard,t3
37518,392,762,henard,t3
37519,392,762,henard,t3
37520,392,766,henard,t3
37521,392,762,henard,t3
37522,392,762,henard,t3
37523,392,762,henard,t3
37524,392,762,henard,t3
37525,392,762,henard,t3
37526,392,762,henard,t3
37527,392,766,henard,t3
37528,392,762,henard,t3
37529,392,762,henard,t3
37530,392,762,henard,t3
37531,392,762,henard,t3
37532,392,766,henard,t3
37533,392,762,henard,t3
37534,392,762,henard,t3
37535,392,762,henard,t3
37536,392,762,henard,t3
37537,392,762,henard,t3
37538,392,762,henard,t3
37539,392,762,henard,t3
37540,392,762,henard,t3
37541,392,762,henard,t3
37542,392,762,henard,t3
37543,392,762,henard,t3
37544,392,762,henard,t3
37545,392,762,henard,t3
37546,392,762,henard,t3
37547,392,762,henard,t3
37548,392,762,henard,t3
37549,392,762,henard,t3
37550,392,758,henard,t3
37551,392,762,henard,t3
37552,392,758,henard,t3
37553,392,762,henard,t3
37554,392,762,henard,t3
37555,392,762,henard,t3
37556,392,762,henard,t3
37557,392,762,henard,t3
37558,392,762,henard,t3
37559,392,762,henard,t3
37560,392,762,henard,t3
37561,392,762,henard,t3
37562,392,762,henard,t3
37563,392,762,henard,t3
37564,392,762,henard,t3
37565,392,762,henard,t3
37566,392,762,henard,t3
37567,392,762,henard,t3
37568,392,762,henard,t3
37569,392,762,henard,t3
37570,392,766,henard,t3
37571,392,762,henard,t3
37572,392,762,henard,t3
37573,392,762,henard,t3
37574,392,762,henard,t3
37575,392,762,henard,t3
37576,392,762,henard,t3
37577,392,762,henard,t3
37578,392,762,henard,t3
37579,392,758,henard,t3
37580,392,762,henard,t3
37581,392,762,henard,t3
37582,392,758,henard,t3
37583,392,762,henard,t3
37584,392,762,henard,t3
37585,392,762,henard,t3
37586,392,762,henard,t3
37587,392,758,henard,t3
37588,392,762,henard,t3
37589,392,762,henard,t3
37590,392,762,henard,t3
37591,392,762,henard,t3
37592,392,762,henard,t3
37593,392,762,henard,t3
37594,392,762,henard,t3
37595,392,762,henard,t3
37596,392,762,henard,t3
37597,392,762,henard,t3
37598,392,762,henard,t3
37599,392,758,henard,t3
37600,398,772,henard,t3
37601,398,766,henard,t3
37602,398,772,henard,t3
37603,398,772,henard,t3
37604,398,772,henard,t3
37605,398,772,henard,t3
37606,398,772,henard,t3
37607,398,772,henard,t3
37608,398,772,henard,t3
37609,398,772,henard,t3
37610,398,772,henard,t3
37611,398,772,henard,t3
37612,398,772,henard,t3
37613,398,772,henard,t3
37614,398,772,henard,t3
37615,398,772,henard,t3
37616,398,772,henard,t3
37617,398,762,henard,t3
37618,398,772,henard,t3
37619,398,772,henard,t3
37620,398,772,henard,t3
37621,398,766,henard,t3
37622,398,772,henard,t3
37623,398,772,henard,t3
37624,398,766,henard,t3
37625,398,772,henard,t3
37626,398,772,henard,t3
37627,398,772,henard,t3
37628,398,772,henard,t3
37629,398,772,henard,t3
37630,398,772,henard,t3
37631,398,772,henard,t3
37632,398,772,henard,t3
37633,398,772,henard,t3
37634,398,772,henard,t3
37635,398,772,henard,t3
37636,398,772,henard,t3
37637,398,772,henard,t3
37638,398,772,henard,t3
37639,398,772,henard,t3
37640,398,766,henard,t3
37641,398,772,henard,t3
37642,398,772,henard,t3
37643,398,772,henard,t3
37644,398,772,henard,t3
37645,398,766,henard,t3
37646,398,772,henard,t3
37647,398,772,henard,t3
37648,398,772,henard,t3
37649,398,772,henard,t3
37650,398,762,henard,t3
37651,398,772,henard,t3
37652,398,762,henard,t3
37653,398,772,henard,t3
37654,398,772,henard,t3
37655,398,772,henard,t3
37656,398,766,henard,t3
37657,398,772,henard,t3
37658,398,772,henard,t3
37659,398,772,henard,t3
37660,398,772,henard,t3
37661,398,772,henard,t3
37662,398,772,henard,t3
37663,398,772,henard,t3
37664,398,772,henard,t3
37665,398,772,henard,t3
37666,398,772,henard,t3
37667,398,772,henard,t3
37668,398,772,henard,t3
37669,398,772,henard,t3
37670,398,772,henard,t3
37671,398,772,henard,t3
37672,398,772,henard,t3
37673,398,772,henard,t3
37674,398,772,henard,t3
37675,398,772,henard,t3
37676,398,772,henard,t3
37677,398,772,henard,t3
37678,398,772,henard,t3
37679,398,762,henard,t3
37680,398,766,henard,t3
37681,398,772,henard,t3
37682,398,762,henard,t3
37683,398,772,henard,t3
37684,398,772,henard,t3
37685,398,772,henard,t3
37686,398,772,henard,t3
37687,398,762,henard,t3
37688,398,772,henard,t3
37689,398,772,henard,t3
37690,398,772,henard,t3
37691,398,772,henard,t3
37692,398,772,henard,t3
37693,398,772,henard,t3
37694,398,772,henard,t3
37695,398,766,henard,t3
37696,398,772,henard,t3
37697,398,772,henard,t3
37698,398,772,henard,t3
37699,398,762,henard,t3
37700,404,776,henard,t3
37701,404,772,henard,t3
37702,404,776,henard,t3
37703,404,776,henard,t3
37704,404,776,henard,t3
37705,404,776,henard,t3
37706,404,776,henard,t3
37707,404,776,henard,t3
37708,404,776,henard,t3
37709,404,776,henard,t3
37710,404,776,henard,t3
37711,404,776,henard,t3
37712,404,776,henard,t3
37713,404,776,henard,t3
37714,404,776,henard,t3
37715,404,776,henard,t3
37716,404,776,henard,t3
37717,404,772,henard,t3
37718,404,776,henard,t3
37719,404,776,henard,t3
37720,404,776,henard,t3
37721,404,772,henard,t3
37722,404,776,henard,t3
37723,404,776,henard,t3
37724,404,772,henard,t3
37725,404,776,henard,t3
37726,404,776,henard,t3
37727,404,776,henard,t3
37728,404,776,henard,t3
37729,404,776,henard,t3
37730,404,776,henard,t3
37731,404,776,henard,t3
37732,404,776,henard,t3
37733,404,776,henard,t3
37734,404,776,henard,t3
37735,404,776,henard,t3
37736,404,776,henard,t3
37737,404,776,henard,t3
37738,404,776,henard,t3
37739,404,776,henard,t3
37740,404,772,henard,t3
37741,404,776,henard,t3
37742,404,776,henard,t3
37743,404,776,henard,t3
37744,404,776,henard,t3
37745,404,772,henard,t3
37746,404,776,henard,t3
37747,404,776,henard,t3
37748,404,776,henard,t3
37749,404,776,henard,t3
37750,404,772,henard,t3
37751,404,776,henard,t3
37752,404,772,henard,t3
37753,404,776,henard,t3
37754,404,776,henard,t3
37755,404,776,henard,t3
37756,404,772,henard,t3
37757,404,776,henard,t3
37758,404,776,henard,t3
37759,404,776,henard,t3
37760,404,776,henard,t3
37761,404,776,henard,t3
37762,404,776,henard,t3
37763,404,776,henard,t3
37764,404,776,henard,t3
37765,404,776,henard,t3
37766,404,776,henard,t3
37767,404,776,henard,t3
37768,404,776,henard,t3
37769,404,776,henard,t3
37770,404,776,henard,t3
37771,404,776,henard,t3
37772,404,776,henard,t3
37773,404,776,henard,t3
37774,404,776,henard,t3
37775,404,776,henard,t3
37776,404,776,henard,t3
37777,404,776,henard,t3
37778,404,776,henard,t3
37779,404,772,henard,t3
37780,404,772,henard,t3
37781,404,776,henard,t3
37782,404,772,henard,t3
37783,404,776,henard,t3
37784,404,776,henard,t3
37785,404,776,henard,t3
37786,404,776,henard,t3
37787,404,772,henard,t3
37788,404,776,henard,t3
37789,404,776,henard,t3
37790,404,776,henard,t3
37791,404,776,henard,t3
37792,404,776,henard,t3
37793,404,776,henard,t3
37794,404,776,henard,t3
37795,404,772,henard,t3
37796,404,776,henard,t3
37797,404,776,henard,t3
37798,404,776,henard,t3
37799,404,772,henard,t3
37800,410,780,henard,t3
37801,410,776,henard,t3
37802,410,780,henard,t3
37803,410,780,henard,t3
37804,410,780,henard,t3
37805,410,780,henard,t3
37806,410,780,henard,t3
37807,410,780,henard,t3
37808,410,780,henard,t3
37809,410,780,henard,t3
37810,410,780,henard,t3
37811,410,780,henard,t3
37812,410,780,henard,t3
37813,410,780,henard,t3
37814,410,780,henard,t3
37815,410,780,henard,t3
37816,410,780,henard,t3
37817,410,776,henard,t3
37818,410,780,henard,t3
37819,410,780,henard,t3
37820,410,780,henard,t3
37821,410,776,henard,t3
37822,410,780,henard,t3
37823,410,780,henard,t3
37824,410,776,henard,t3
37825,410,780,henard,t3
37826,410,780,henard,t3
37827,410,780,henard,t3
37828,410,780,henard,t3
37829,410,780,henard,t3
37830,410,780,henard,t3
37831,410,780,henard,t3
37832,410,780,henard,t3
37833,410,780,henard,t3
37834,410,780,henard,t3
37835,410,780,henard,t3
37836,410,780,henard,t3
37837,410,780,henard,t3
37838,410,780,henard,t3
37839,410,780,henard,t3
37840,410,776,henard,t3
37841,410,780,henard,t3
37842,410,780,henard,t3
37843,410,780,henard,t3
37844,410,780,henard,t3
37845,410,776,henard,t3
37846,410,780,henard,t3
37847,410,780,henard,t3
37848,410,780,henard,t3
37849,410,780,henard,t3
37850,410,776,henard,t3
37851,410,780,henard,t3
37852,410,776,henard,t3
37853,410,780,henard,t3
37854,410,780,henard,t3
37855,410,780,henard,t3
37856,410,776,henard,t3
37857,410,780,henard,t3
37858,410,780,henard,t3
37859,410,780,henard,t3
37860,410,780,henard,t3
37861,410,780,henard,t3
37862,410,780,henard,t3
37863,410,780,henard,t3
37864,410,780,henard,t3
37865,410,780,henard,t3
37866,410,780,henard,t3
37867,410,780,henard,t3
37868,410,780,henard,t3
37869,410,780,henard,t3
37870,410,780,henard,t3
37871,410,780,henard,t3
37872,410,780,henard,t3
37873,410,780,henard,t3
37874,410,780,henard,t3
37875,410,780,henard,t3
37876,410,780,henard,t3
37877,410,780,henard,t3
37878,410,780,henard,t3
37879,410,776,henard,t3
37880,410,776,henard,t3
37881,410,780,henard,t3
37882,410,776,henard,t3
37883,410,780,henard,t3
37884,410,780,henard,t3
37885,410,780,henard,t3
37886,410,780,henard,t3
37887,410,776,henard,t3
37888,410,780,henard,t3
37889,410,780,henard,t3
37890,410,780,henard,t3
37891,410,780,henard,t3
37892,410,780,henard,t3
37893,410,780,henard,t3
37894,410,780,henard,t3
37895,410,776,henard,t3
37896,410,780,henard,t3
37897,410,780,henard,t3
37898,410,780,henard,t3
37899,410,776,henard,t3
37900,415,782,henard,t3
37901,415,780,henard,t3
37902,415,782,henard,t3
37903,415,782,henard,t3
37904,415,782,henard,t3
37905,415,782,henard,t3
37906,415,782,henard,t3
37907,415,782,henard,t3
37908,415,782,henard,t3
37909,415,782,henard,t3
37910,415,782,henard,t3
37911,415,782,henard,t3
37912,415,782,henard,t3
37913,415,782,henard,t3
37914,415,782,henard,t3
37915,415,782,henard,t3
37916,415,782,henard,t3
37917,415,780,henard,t3
37918,415,782,henard,t3
37919,415,782,henard,t3
37920,415,782,henard,t3
37921,415,780,henard,t3
37922,415,782,henard,t3
37923,415,782,henard,t3
37924,415,780,henard,t3
37925,415,782,henard,t3
37926,415,782,henard,t3
37927,415,782,henard,t3
37928,415,782,henard,t3
37929,415,782,henard,t3
37930,415,782,henard,t3
37931,415,782,henard,t3
37932,415,782,henard,t3
37933,415,782,henard,t3
37934,415,782,henard,t3
37935,415,782,henard,t3
37936,415,782,henard,t3
37937,415,782,henard,t3
37938,415,782,henard,t3
37939,415,782,henard,t3
37940,415,780,henard,t3
37941,415,782,henard,t3
37942,415,782,henard,t3
37943,415,782,henard,t3
37944,415,782,henard,t3
37945,415,780,henard,t3
37946,415,782,henard,t3
37947,415,782,henard,t3
37948,415,782,henard,t3
37949,415,782,henard,t3
37950,415,780,henard,t3
37951,415,782,henard,t3
37952,415,780,henard,t3
37953,415,782,henard,t3
37954,415,782,henard,t3
37955,415,782,henard,t3
37956,415,780,henard,t3
37957,415,782,henard,t3
37958,415,782,henard,t3
37959,415,782,henard,t3
37960,415,782,henard,t3
37961,415,782,henard,t3
37962,415,782,henard,t3
37963,415,782,henard,t3
37964,415,782,henard,t3
37965,415,782,henard,t3
37966,415,782,henard,t3
37967,415,782,henard,t3
37968,415,782,henard,t3
37969,415,782,henard,t3
37970,415,782,henard,t3
37971,415,782,henard,t3
37972,415,782,henard,t3
37973,415,782,henard,t3
37974,415,782,henard,t3
37975,415,782,henard,t3
37976,415,782,henard,t3
37977,415,782,henard,t3
37978,415,782,henard,t3
37979,415,780,henard,t3
37980,415,780,henard,t3
37981,415,782,henard,t3
37982,415,780,henard,t3
37983,415,782,henard,t3
37984,415,782,henard,t3
37985,415,782,henard,t3
37986,415,782,henard,t3
37987,415,780,henard,t3
37988,415,782,henard,t3
37989,415,782,henard,t3
37990,415,782,henard,t3
37991,415,782,henard,t3
37992,415,782,henard,t3
37993,415,782,henard,t3
37994,415,782,henard,t3
37995,415,780,henard,t3
37996,415,782,henard,t3
37997,415,782,henard,t3
37998,415,782,henard,t3
37999,415,780,henard,t3
38000,421,790,henard,t3
38001,421,782,henard,t3
38002,421,790,henard,t3
38003,421,790,henard,t3
38004,421,790,henard,t3
38005,421,790,henard,t3
38006,421,790,henard,t3
38007,421,790,henard,t3
38008,421,790,henard,t3
38009,421,790,henard,t3
38010,421,790,henard,t3
38011,421,790,henard,t3
38012,421,790,henard,t3
38013,421,790,henard,t3
38014,421,790,henard,t3
38015,421,790,henard,t3
38016,421,790,henard,t3
38017,421,782,henard,t3
38018,421,790,henard,t3
38019,421,790,henard,t3
38020,421,790,henard,t3
38021,421,782,henard,t3
38022,421,790,henard,t3
38023,421,790,henard,t3
38024,421,782,henard,t3
38025,421,790,henard,t3
38026,421,790,henard,t3
38027,421,790,henard,t3
38028,421,790,henard,t3
38029,421,790,henard,t3
38030,421,790,henard,t3
38031,421,790,henard,t3
38032,421,790,henard,t3
38033,421,790,henard,t3
38034,421,790,henard,t3
38035,421,790,henard,t3
38036,421,790,henard,t3
38037,421,790,henard,t3
38038,421,790,henard,t3
38039,421,790,henard,t3
38040,421,782,henard,t3
38041,421,790,henard,t3
38042,421,790,henard,t3
38043,421,790,henard,t3
38044,421,790,henard,t3
38045,421,782,henard,t3
38046,421,790,henard,t3
38047,421,790,henard,t3
38048,421,790,henard,t3
38049,421,790,henard,t3
38050,421,782,henard,t3
38051,421,790,henard,t3
38052,421,782,henard,t3
38053,421,790,henard,t3
38054,421,790,henard,t3
38055,421,790,henard,t3
38056,421,782,henard,t3
38057,421,790,henard,t3
38058,421,790,henard,t3
38059,421,790,henard,t3
38060,421,790,henard,t3
38061,421,790,henard,t3
38062,421,790,henard,t3
38063,421,790,henard,t3
38064,421,790,henard,t3
38065,421,790,henard,t3
38066,421,790,henard,t3
38067,421,790,henard,t3
38068,421,790,henard,t3
38069,421,790,henard,t3
38070,421,790,henard,t3
38071,421,790,henard,t3
38072,421,790,henard,t3
38073,421,790,henard,t3
38074,421,790,henard,t3
38075,421,790,henard,t3
38076,421,790,henard,t3
38077,421,790,henard,t3
38078,421,790,henard,t3
38079,421,782,henard,t3
38080,421,782,henard,t3
38081,421,790,henard,t3
38082,421,782,henard,t3
38083,421,790,henard,t3
38084,421,790,henard,t3
38085,421,790,henard,t3
38086,421,790,henard,t3
38087,421,782,henard,t3
38088,421,790,henard,t3
38089,421,790,henard,t3
38090,421,790,henard,t3
38091,421,790,henard,t3
38092,421,790,henard,t3
38093,421,790,henard,t3
38094,421,790,henard,t3
38095,421,782,henard,t3
38096,421,790,henard,t3
38097,421,790,henard,t3
38098,421,790,henard,t3
38099,421,782,henard,t3
38100,427,794,henard,t3
38101,427,790,henard,t3
38102,427,794,henard,t3
38103,427,794,henard,t3
38104,427,794,henard,t3
38105,427,794,henard,t3
38106,427,794,henard,t3
38107,427,794,henard,t3
38108,427,794,henard,t3
38109,427,794,henard,t3
38110,427,794,henard,t3
38111,427,794,henard,t3
38112,427,794,henard,t3
38113,427,794,henard,t3
38114,427,794,henard,t3
38115,427,794,henard,t3
38116,427,794,henard,t3
38117,427,790,henard,t3
38118,427,794,henard,t3
38119,427,794,henard,t3
38120,427,794,henard,t3
38121,427,790,henard,t3
38122,427,794,henard,t3
38123,427,794,henard,t3
38124,427,790,henard,t3
38125,427,794,henard,t3
38126,427,794,henard,t3
38127,427,794,henard,t3
38128,427,794,henard,t3
38129,427,794,henard,t3
38130,427,794,henard,t3
38131,427,794,henard,t3
38132,427,794,henard,t3
38133,427,794,henard,t3
38134,427,794,henard,t3
38135,427,794,henard,t3
38136,427,794,henard,t3
38137,427,794,henard,t3
38138,427,794,henard,t3
38139,427,794,henard,t3
38140,427,790,henard,t3
38141,427,794,henard,t3
38142,427,794,henard,t3
38143,427,794,henard,t3
38144,427,794,henard,t3
38145,427,790,henard,t3
38146,427,794,henard,t3
38147,427,794,henard,t3
38148,427,794,henard,t3
38149,427,794,henard,t3
38150,427,790,henard,t3
38151,427,794,henard,t3
38152,427,790,henard,t3
38153,427,794,henard,t3
38154,427,794,henard,t3
38155,427,794,henard,t3
38156,427,790,henard,t3
38157,427,794,henard,t3
38158,427,794,henard,t3
38159,427,794,henard,t3
38160,427,794,henard,t3
38161,427,794,henard,t3
38162,427,794,henard,t3
38163,427,794,henard,t3
38164,427,794,henard,t3
38165,427,794,henard,t3
38166,427,794,henard,t3
38167,427,794,henard,t3
38168,427,794,henard,t3
38169,427,794,henard,t3
38170,427,794,henard,t3
38171,427,794,henard,t3
38172,427,794,henard,t3
38173,427,794,henard,t3
38174,427,794,henard,t3
38175,427,794,henard,t3
38176,427,794,henard,t3
38177,427,794,henard,t3
38178,427,794,henard,t3
38179,427,790,henard,t3
38180,427,790,henard,t3
38181,427,794,henard,t3
38182,427,790,henard,t3
38183,427,794,henard,t3
38184,427,794,henard,t3
38185,427,794,henard,t3
38186,427,794,henard,t3
38187,427,790,henard,t3
38188,427,794,henard,t3
38189,427,794,henard,t3
38190,427,794,henard,t3
38191,427,794,henard,t3
38192,427,794,henard,t3
38193,427,794,henard,t3
38194,427,794,henard,t3
38195,427,790,henard,t3
38196,427,794,henard,t3
38197,427,794,henard,t3
38198,427,794,henard,t3
38199,427,790,henard,t3
38200,433,814,henard,t3
38201,433,794,henard,t3
38202,433,814,henard,t3
38203,433,814,henard,t3
38204,433,814,henard,t3
38205,433,814,henard,t3
38206,433,814,henard,t3
38207,433,814,henard,t3
38208,433,814,henard,t3
38209,433,814,henard,t3
38210,433,814,henard,t3
38211,433,814,henard,t3
38212,433,814,henard,t3
38213,433,814,henard,t3
38214,433,814,henard,t3
38215,433,814,henard,t3
38216,433,814,henard,t3
38217,433,794,henard,t3
38218,433,814,henard,t3
38219,433,814,henard,t3
38220,433,814,henard,t3
38221,433,794,henard,t3
38222,433,814,henard,t3
38223,433,814,henard,t3
38224,433,794,henard,t3
38225,433,814,henard,t3
38226,433,814,henard,t3
38227,433,814,henard,t3
38228,433,814,henard,t3
38229,433,814,henard,t3
38230,433,814,henard,t3
38231,433,814,henard,t3
38232,433,814,henard,t3
38233,433,814,henard,t3
38234,433,814,henard,t3
38235,433,814,henard,t3
38236,433,814,henard,t3
38237,433,814,henard,t3
38238,433,814,henard,t3
38239,433,808,henard,t3
38240,433,794,henard,t3
38241,433,814,henard,t3
38242,433,814,henard,t3
38243,433,814,henard,t3
38244,433,814,henard,t3
38245,433,794,henard,t3
38246,433,814,henard,t3
38247,433,814,henard,t3
38248,433,814,henard,t3
38249,433,814,henard,t3
38250,433,794,henard,t3
38251,433,814,henard,t3
38252,433,794,henard,t3
38253,433,814,henard,t3
38254,433,814,henard,t3
38255,433,814,henard,t3
38256,433,794,henard,t3
38257,433,808,henard,t3
38258,433,814,henard,t3
38259,433,814,henard,t3
38260,433,814,henard,t3
38261,433,814,henard,t3
38262,433,814,henard,t3
38263,433,814,henard,t3
38264,433,814,henard,t3
38265,433,814,henard,t3
38266,433,814,henard,t3
38267,433,814,henard,t3
38268,433,814,henard,t3
38269,433,814,henard,t3
38270,433,814,henard,t3
38271,433,808,henard,t3
38272,433,814,henard,t3
38273,433,814,henard,t3
38274,433,814,henard,t3
38275,433,814,henard,t3
38276,433,814,henard,t3
38277,433,814,henard,t3
38278,433,814,henard,t3
38279,433,794,henard,t3
38280,433,794,henard,t3
38281,433,814,henard,t3
38282,433,794,henard,t3
38283,433,814,henard,t3
38284,433,814,henard,t3
38285,433,814,henard,t3
38286,433,814,henard,t3
38287,433,794,henard,t3
38288,433,814,henard,t3
38289,433,814,henard,t3
38290,433,814,henard,t3
38291,433,808,henard,t3
38292,433,814,henard,t3
38293,433,814,henard,t3
38294,433,814,henard,t3
38295,433,794,henard,t3
38296,433,814,henard,t3
38297,433,814,henard,t3
38298,433,814,henard,t3
38299,433,794,henard,t3
38300,439,820,henard,t3
38301,439,814,henard,t3
38302,439,816,henard,t3
38303,439,838,henard,t3
38304,439,828,henard,t3
38305,439,820,henard,t3
38306,439,816,henard,t3
38307,439,816,henard,t3
38308,439,816,henard,t3
38309,439,820,henard,t3
38310,439,820,henard,t3
38311,439,816,henard,t3
38312,439,816,henard,t3
38313,439,820,henard,t3
38314,439,816,henard,t3
38315,439,820,henard,t3
38316,439,838,henard,t3
38317,439,814,henard,t3
38318,439,816,henard,t3
38319,439,816,henard,t3
38320,439,838,henard,t3
38321,439,814,henard,t3
38322,439,816,henard,t3
38323,439,820,henard,t3
38324,439,814,henard,t3
38325,439,816,henard,t3
38326,439,820,henard,t3
38327,439,838,henard,t3
38328,439,820,henard,t3
38329,439,820,henard,t3
38330,439,820,henard,t3
38331,439,820,henard,t3
38332,439,838,henard,t3
38333,439,820,henard,t3
38334,439,816,henard,t3
38335,439,820,henard,t3
38336,439,820,henard,t3
38337,439,816,henard,t3
38338,439,816,henard,t3
38339,439,814,henard,t3
38340,439,814,henard,t3
38341,439,820,henard,t3
38342,439,820,henard,t3
38343,439,838,henard,t3
38344,439,816,henard,t3
38345,439,814,henard,t3
38346,439,816,henard,t3
38347,439,838,henard,t3
38348,439,820,henard,t3
38349,439,816,henard,t3
38350,439,814,henard,t3
38351,439,820,henard,t3
38352,439,814,henard,t3
38353,439,816,henard,t3
38354,439,816,henard,t3
38355,439,820,henard,t3
38356,439,814,henard,t3
38357,439,814,henard,t3
38358,439,820,henard,t3
38359,439,820,henard,t3
38360,439,816,henard,t3
38361,439,816,henard,t3
38362,439,816,henard,t3
38363,439,820,henard,t3
38364,439,816,henard,t3
38365,439,820,henard,t3
38366,439,820,henard,t3
38367,439,820,henard,t3
38368,439,816,henard,t3
38369,439,816,henard,t3
38370,439,816,henard,t3
38371,439,814,henard,t3
38372,439,820,henard,t3
38373,439,816,henard,t3
38374,439,820,henard,t3
38375,439,828,henard,t3
38376,439,820,henard,t3
38377,439,838,henard,t3
38378,439,820,henard,t3
38379,439,814,henard,t3
38380,439,814,henard,t3
38381,439,816,henard,t3
38382,439,814,henard,t3
38383,439,820,henard,t3
38384,439,820,henard,t3
38385,439,820,henard,t3
38386,439,820,henard,t3
38387,439,814,henard,t3
38388,439,816,henard,t3
38389,439,816,henard,t3
38390,439,816,henard,t3
38391,439,814,henard,t3
38392,439,820,henard,t3
38393,439,816,henard,t3
38394,439,816,henard,t3
38395,439,814,henard,t3
38396,439,820,henard,t3
38397,439,838,henard,t3
38398,439,820,henard,t3
38399,439,814,henard,t3
38400,445,838,henard,t3
38401,445,838,henard,t3
38402,445,820,henard,t3
38403,445,842,henard,t3
38404,445,838,henard,t3
38405,445,838,henard,t3
38406,445,838,henard,t3
38407,445,838,henard,t3
38408,445,838,henard,t3
38409,445,838,henard,t3
38410,445,838,henard,t3
38411,445,820,henard,t3
38412,445,838,henard,t3
38413,445,828,henard,t3
38414,445,820,henard,t3
38415,445,828,henard,t3
38416,445,842,henard,t3
38417,445,820,henard,t3
38418,445,820,henard,t3
38419,445,820,henard,t3
38420,445,842,henard,t3
38421,445,838,henard,t3
38422,445,838,henard,t3
38423,445,838,henard,t3
38424,445,838,henard,t3
38425,445,820,henard,t3
38426,445,838,henard,t3
38427,445,842,henard,t3
38428,445,838,henard,t3
38429,445,838,henard,t3
38430,445,828,henard,t3
38431,445,828,henard,t3
38432,445,842,henard,t3
38433,445,838,henard,t3
38434,445,838,henard,t3
38435,445,838,henard,t3
38436,445,838,henard,t3
38437,445,838,henard,t3
38438,445,820,henard,t3
38439,445,838,henard,t3
38440,445,838,henard,t3
38441,445,838,henard,t3
38442,445,838,henard,t3
38443,445,842,henard,t3
38444,445,838,henard,t3
38445,445,838,henard,t3
38446,445,820,henard,t3
38447,445,842,henard,t3
38448,445,838,henard,t3
38449,445,838,henard,t3
38450,445,838,henard,t3
38451,445,838,henard,t3
38452,445,820,henard,t3
38453,445,838,henard,t3
38454,445,820,henard,t3
38455,445,828,henard,t3
38456,445,838,henard,t3
38457,445,820,henard,t3
38458,445,838,henard,t3
38459,445,838,henard,t3
38460,445,820,henard,t3
38461,445,820,henard,t3
38462,445,820,henard,t3
38463,445,828,henard,t3
38464,445,820,henard,t3
38465,445,828,henard,t3
38466,445,838,henard,t3
38467,445,828,henard,t3
38468,445,838,henard,t3
38469,445,820,henard,t3
38470,445,838,henard,t3
38471,445,838,henard,t3
38472,445,838,henard,t3
38473,445,820,henard,t3
