Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;209016.4
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;209560.4
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;209386.4
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;209386.4
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;209386.4
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;209386.4
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;209386.4
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;209386.4
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;209386.4
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;210380.7778
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;214112.0889
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;212641.8667
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;212641.8667
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;212641.8667
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;212641.8667
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;212641.8667
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;212641.8667
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;212641.8667
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;209209.4
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;211158.6
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;210217.7111
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;210217.7111
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;210217.7111
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;210217.7111
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;210217.7111
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;210217.7111
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;210217.7111
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;50700.3333
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;50970.3333
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;50855.3333
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;50855.3333
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;50855.3333
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;50855.3333
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;50855.3333
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;50855.3333
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;50855.3333
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;585856
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;586257.8667
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;586257.8667
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;586257.8667
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;586257.8667
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;586257.8667
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;586257.8667
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;586257.8667
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;586257.8667
level%_%level1%_%root%_%;41150;209209.4
level%_%level2%_%root%_%;41790;211158.6
level%_%level3%_%root%_%;42300;210217.7111
