Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;220370
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;220370
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;220370
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;220370
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;220370
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;220370
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;220370
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;220370
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;220370
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;213467.3333
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;216427.5833
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;214928.3333
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;214928.3333
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;214928.3333
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;214928.3333
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;214928.3333
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;214928.3333
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;214928.3333
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;77787.1667
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;81576.8333
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;81576.8333
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;81576.8333
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;81576.8333
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;81576.8333
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;81576.8333
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;81576.8333
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;81576.8333
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;62214
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;62603
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;62603
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;62603
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;62603
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;62603
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;62603
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;62603
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;62603
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;59768
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;60157
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;60157
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;60157
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;60157
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;60157
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;60157
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;60157
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;60157
level%_%level1%_%root%_%;41150;58466
level%_%level2%_%root%_%;41790;58855
level%_%level3%_%root%_%;42300;58855
level%_%level4%_%root%_%;43680;58855
level%_%level5%_%root%_%;43560;58855
level%_%level6%_%root%_%;45720;58855
level%_%level7%_%root%_%;44370;58855
level%_%level8%_%root%_%;46950;58855
level%_%level9%_%root%_%;45770;58855
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;220370
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;220370
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;220370
compression%_%compressionLrzip%_%encryption%_%level%_%level4%_%root%_%;350260;220370
compression%_%compressionLrzip%_%encryption%_%level%_%level5%_%root%_%;347130;220370
compression%_%compressionLrzip%_%encryption%_%level%_%level6%_%root%_%;395130;220370
compression%_%compressionLrzip%_%encryption%_%level%_%level7%_%root%_%;1070520;220370
compression%_%compressionLrzip%_%encryption%_%level%_%level8%_%root%_%;1185460;220370
compression%_%compressionLrzip%_%encryption%_%level%_%level9%_%root%_%;833620;220370
compression%_%compressionBzip2%_%encryption%_%level%_%level1%_%root%_%;213900;222302.1667
compression%_%compressionBzip2%_%encryption%_%level%_%level2%_%root%_%;222830;223801.4167
compression%_%compressionBzip2%_%encryption%_%level%_%level3%_%root%_%;233560;222302.1667
compression%_%compressionBzip2%_%encryption%_%level%_%level4%_%root%_%;243700;222302.1667
compression%_%compressionBzip2%_%encryption%_%level%_%level5%_%root%_%;250030;222302.1667
