Configuration;MeasuredValue;PredictedValue
compression%_%compressionLrzip%_%level%_%level1%_%root%_%;208900;209623.9667
compression%_%compressionLrzip%_%level%_%level2%_%root%_%;210450;209903.9667
compression%_%compressionLrzip%_%level%_%level3%_%root%_%;283750;209903.9667
compression%_%compressionLrzip%_%level%_%level4%_%root%_%;339780;209903.9667
compression%_%compressionLrzip%_%level%_%level5%_%root%_%;340590;209903.9667
compression%_%compressionLrzip%_%level%_%level6%_%root%_%;384660;209903.9667
compression%_%compressionLrzip%_%level%_%level7%_%root%_%;1062250;209903.9667
compression%_%compressionLrzip%_%level%_%level8%_%root%_%;1179830;209903.9667
compression%_%compressionLrzip%_%level%_%level9%_%root%_%;827290;209903.9667
compression%_%compressionBzip2%_%level%_%level1%_%root%_%;208350;163698.6667
compression%_%compressionBzip2%_%level%_%level2%_%root%_%;213220;147903.3333
compression%_%compressionBzip2%_%level%_%level3%_%root%_%;223040;155740.6667
compression%_%compressionBzip2%_%level%_%level4%_%root%_%;234870;155740.6667
compression%_%compressionBzip2%_%level%_%level5%_%root%_%;236720;155740.6667
compression%_%compressionBzip2%_%level%_%level6%_%root%_%;248940;155740.6667
compression%_%compressionBzip2%_%level%_%level7%_%root%_%;257480;155740.6667
compression%_%compressionBzip2%_%level%_%level8%_%root%_%;263430;155740.6667
compression%_%compressionBzip2%_%level%_%level9%_%root%_%;265980;155740.6667
compression%_%compressionGzip%_%level%_%level1%_%root%_%;76470;95449.6
compression%_%compressionGzip%_%level%_%level2%_%root%_%;80360;80880.5778
compression%_%compressionGzip%_%level%_%level3%_%root%_%;87690;88116.8
compression%_%compressionGzip%_%level%_%level4%_%root%_%;93090;88116.8
compression%_%compressionGzip%_%level%_%level5%_%root%_%;106090;88116.8
compression%_%compressionGzip%_%level%_%level6%_%root%_%;128450;88116.8
compression%_%compressionGzip%_%level%_%level7%_%root%_%;146410;88116.8
compression%_%compressionGzip%_%level%_%level8%_%root%_%;187970;88116.8
compression%_%compressionGzip%_%level%_%level9%_%root%_%;198360;88116.8
compression%_%compressionLzo%_%level%_%level1%_%root%_%;50520;97660.6667
compression%_%compressionLzo%_%level%_%level2%_%root%_%;50610;80795.8667
compression%_%compressionLzo%_%level%_%level3%_%root%_%;45490;89619.2
compression%_%compressionLzo%_%level%_%level4%_%root%_%;48050;89619.2
compression%_%compressionLzo%_%level%_%level5%_%root%_%;49850;89619.2
compression%_%compressionLzo%_%level%_%level6%_%root%_%;50420;89619.2
compression%_%compressionLzo%_%level%_%level7%_%root%_%;53060;89619.2
compression%_%compressionLzo%_%level%_%level8%_%root%_%;53480;89619.2
compression%_%compressionLzo%_%level%_%level9%_%root%_%;51500;89619.2
compression%_%compressionZpaq%_%level%_%level1%_%root%_%;673290;674253.2222
compression%_%compressionZpaq%_%level%_%level2%_%root%_%;679680;674253.2222
compression%_%compressionZpaq%_%level%_%level3%_%root%_%;674140;674253.2222
compression%_%compressionZpaq%_%level%_%level4%_%root%_%;2267650;674253.2222
compression%_%compressionZpaq%_%level%_%level5%_%root%_%;2265330;674253.2222
compression%_%compressionZpaq%_%level%_%level6%_%root%_%;2265250;674253.2222
compression%_%compressionZpaq%_%level%_%level7%_%root%_%;2275110;674253.2222
compression%_%compressionZpaq%_%level%_%level8%_%root%_%;5765920;674253.2222
compression%_%compressionZpaq%_%level%_%level9%_%root%_%;5759100;674253.2222
level%_%level1%_%root%_%;41150;119998
level%_%level2%_%root%_%;41790;105402.5333
level%_%level3%_%root%_%;42300;112945.2
level%_%level4%_%root%_%;43680;112945.2
level%_%level5%_%root%_%;43560;112945.2
level%_%level6%_%root%_%;45720;112945.2
level%_%level7%_%root%_%;44370;112945.2
level%_%level8%_%root%_%;46950;112945.2
level%_%level9%_%root%_%;45770;112945.2
compression%_%compressionLrzip%_%encryption%_%level%_%level1%_%root%_%;220490;216403
compression%_%compressionLrzip%_%encryption%_%level%_%level2%_%root%_%;222350;216403
compression%_%compressionLrzip%_%encryption%_%level%_%level3%_%root%_%;295950;216403
